Message ID,Channel Username,Date,Message,Links,Image Path
48780,@southfronteng,2025-04-11 14:05:32+00:00,,,
48779,@southfronteng,2025-04-11 14:05:32+00:00,"[**Syrian Government Braces For Battle With Powerful Faction In Daraa **](https://southfront.press/syrian-government-braces-for-battle-with-powerful-faction-in-daraa-videos/)

**Tensions are mounting between Syria’s Islamist-led interim government and Ahmad al-Awda, the commander of one of the largest armed factions in the southern governorate of Daraa.**

Early on April 11, it was reported that al-Awda’s fighters besieged a center of the GSS in Busra, arrested several locals who joined the force and enforced a curfew in the town and nearby area. The government responded later in the day by dispatching large reinforcements from the GSS to the eastern Daraa countryside.

**Read More**: https://southfront.press/syrian-government-braces-for-battle-with-powerful-faction-in-daraa-videos/",https://southfront.press/syrian-government-braces-for-battle-with-powerful-faction-in-daraa-videos/,
48778,@southfronteng,2025-04-11 13:03:01+00:00,"[**Did Kiev Regime Plot To Kill Trump?**](https://southfront.press/did-kiev-regime-plot-to-kill-trump/)

In Routh's case, prosecutors presented evidence that he used an encrypted messaging app while communicating with ""someone he believed to be a Ukrainian contact with access to such powerful military weaponry"". Reports indicate that Routh's exchange with the Ukrainian contact showed that he requested ""an RPG or 'Stinger'"" and that he would ""see what we can do... [Trump] is not good for Ukraine"".

**Read More**: https://southfront.press/did-kiev-regime-plot-to-kill-trump/",https://southfront.press/did-kiev-regime-plot-to-kill-trump/,downloaded_images\@southfronteng_48778.jpg
48777,@southfronteng,2025-04-11 12:01:43+00:00,"[**Second U.S. Carrier With F-35s Arrive In Middle East Amid Operation Against Yemen’s Houthis **](https://southfront.press/second-u-s-carrier-with-f-35s-arrive-in-middle-east-amid-operation-against-yemens-houthis-video/)

A second aircraft carrier of the United States Navy has arrived in the Middle East, where American forces are carrying out near-daily strikes against the Houthis (Ansar Allah) in Yemen.

In a post to the X social network on April 11, the U.S. Central Command (CENTCOM) said that USS Carl Vinson, which is carrying F-35C Lightning II stealth fighter jets, was now operating alongside the USS Harry S. Truman in the region.

The command also released side-by-side video clips of F-35C and F/A-18 Hornet fighter jets taking off from the two carriers.

**Read More**: https://southfront.press/second-u-s-carrier-with-f-35s-arrive-in-middle-east-amid-operation-against-yemens-houthis-video/",https://southfront.press/second-u-s-carrier-with-f-35s-arrive-in-middle-east-amid-operation-against-yemens-houthis-video/,
48776,@southfronteng,2025-04-11 08:05:47+00:00,"[**Russian Air Defenses Intercepted More Mysterious Drones Over Khmeimim Air Base In Syria **](https://southfront.press/russian-air-defenses-intercepted-more-mysterious-drones-over-khmeimim-air-base-in-syria-video/)

Russian air defenses shot down early on April 11 at least three mysterious drones over Khmeimim Air Base on the Syrian coast.

Khmeimim, which is mainly run by the Russian Aerospace Forces, is considered the main headquarters of the Russian military group operating in Syria. Another base operated by the Russian Navy is located at the port of Tartus, further south along the coast.

Ahead of the interceptions, videos posted to social networks showed a large fire in an open area close to Khmeimim. Gunfire can also be heard in the footage.

It remains unclear if the drones shot down over Khmeimim were on their way to attack the air base, or were just gathering intelligence.

**Read More**: https://southfront.press/russian-air-defenses-intercepted-more-mysterious-drones-over-khmeimim-air-base-in-syria-video/",https://southfront.press/russian-air-defenses-intercepted-more-mysterious-drones-over-khmeimim-air-base-in-syria-video/,
48775,@southfronteng,2025-04-10 20:04:12+00:00,HEZBOLLAH REELS UNDER ISRAELI PRESSURE,,
48774,@southfronteng,2025-04-10 19:20:08+00:00,,,downloaded_images\@southfronteng_48774.jpg
48773,@southfronteng,2025-04-10 19:20:08+00:00,,,downloaded_images\@southfronteng_48773.jpg
48772,@southfronteng,2025-04-10 19:20:08+00:00,,,downloaded_images\@southfronteng_48772.jpg
48771,@southfronteng,2025-04-10 19:20:08+00:00,,,downloaded_images\@southfronteng_48771.jpg
48770,@southfronteng,2025-04-10 19:20:08+00:00,"[**Military Situation In Russian Kursk Region And Ukrainian Attacks On Territory Of Russia On April 10, 2025 (Maps Update)**](https://southfront.press/military-situation-in-russian-kursk-region-and-ukrainian-attacks-on-territory-of-russia-on-april-10-2025-maps-update/)

[**Military Situation In Ukraine On April 10, 2025 (Maps Update)**](https://southfront.press/military-situation-in-ukraine-on-april-10-2025-maps-update/)",,downloaded_images\@southfronteng_48770.jpg
48769,@southfronteng,2025-04-10 18:26:33+00:00,,,
48768,@southfronteng,2025-04-10 18:26:33+00:00,,,
48767,@southfronteng,2025-04-10 18:26:33+00:00,"[**New Type UAV Targeted Russia’s Moscow**](https://southfront.press/new-type-uav-targeted-russias-moscow/)

On the night of April 10th, Russian air defense intercepted 42 Ukrainian UAVs in the rear regions. The Defense Ministry confirmed that one of them reached the Moscow region, where it was destroyed. The local authorities reported the destruction of Ukrainian drone over the city of Naro-Fominsk located on the southwestern outskirts of the capital. However, the footage filmed by the locals raised suspicions on the type of the UAV used by the Ukrainian military.

Eyewitness footage showed the unusual drone resembling to a helicopter, differing from Ukraine’s typical fixed-wing models. The target’s large size has led to speculation it could be a modified military helicopter converted for unmanned use. There are no official claims about the type of the destroyed aircraft.

**Read More**:  https://southfront.press/new-type-uav-targeted-russias-moscow/",https://southfront.press/new-type-uav-targeted-russias-moscow/,
48766,@southfronteng,2025-04-10 17:33:27+00:00,"[**Hezbollah Confirms Readiness To Hold Talks On Arsenal As More Israeli Strikes Hit Lebanon **](https://southfront.press/hezbollah-confirms-readiness-to-hold-talks-on-arsenal-as-more-israeli-strikes-hit-lebanon-video/)

Hezbollah lawmaker Hassan Fadlallah confirmed on April 10 that the group was ready to enter talks with the Lebanese government on a national defense strategy.

The comments come after a senior official from the group told Reuters a day earlier that “Hezbollah was ready to discuss the matter of its arms with Lebanese President Joseph Aoun if Israel withdraws from the five points, and halts its aggression against Lebanese.”

Aoun, who is considered to be close to the United States, is set to start talks with Hezbollah about its weapons arsenal, three Lebanese political sources told the news agency.

**Read More**: https://southfront.press/hezbollah-confirms-readiness-to-hold-talks-on-arsenal-as-more-israeli-strikes-hit-lebanon-video/",https://southfront.press/hezbollah-confirms-readiness-to-hold-talks-on-arsenal-as-more-israeli-strikes-hit-lebanon-video/,
48765,@southfronteng,2025-04-10 16:36:59+00:00,"[**Three Killed In U.S. Strikes On Yemen’s Sanaa, Kamaran Island**](https://southfront.press/three-killed-in-u-s-strikes-on-yemens-sanaa-kamaran-island/)

At least three people were killed on April 9 when another wave of United States strikes hit the Yemeni capital, Sanaa, which is held by the Houthis (Ansar Allah).

Al-Masirah TV, which is run by the Houthis, reported that the strikes targeted the al-Sabain district, which is located in the southern part of the capital. Later, four more U.S. strikes hit the Bani Hushaysh district in the region of Sanaa, according to the news channel, which didn’t report any casualties there.

Separately, Al-Masirah said that U.S. strikes hit the Houthi-controlled island of Kamaran in the Red Sea, off the shores of the western province of Hodeidah.

**Read More**: https://southfront.press/three-killed-in-u-s-strikes-on-yemens-sanaa-kamaran-island/",https://southfront.press/three-killed-in-u-s-strikes-on-yemens-sanaa-kamaran-island/,downloaded_images\@southfronteng_48765.jpg
48764,@southfronteng,2025-04-10 16:30:30+00:00,"[**Military Situation In Yemen On April 10, 2025 (Map Update)**](https://southfront.press/military-situation-in-yemen-on-april-10-2025-map-update/)",,downloaded_images\@southfronteng_48764.jpg
48763,@southfronteng,2025-04-10 15:26:37+00:00,"[**Russian Offensive Gaining Momentum In Sumy Region**](https://southfront.press/russian-offensive-gaining-momentum-in-sumy-region/)

On April 10th, the Defense Ministry of the Russian Federation declared that Russian troops from the “North” military grouping have liberated the village of **Zhuravka** in Ukraine’s Sumy region, marking another victory in Moscow’s efforts to establish a secure buffer zone along the border. This is the fourth village in the Ukrainian border Sumy region taken under Russian control.

Soldiers from the 83rd Guards Air Assault Brigade raised the Russian flag in the village center, symbolizing their control over the settlement.

**Read More**: https://southfront.press/russian-offensive-gaining-momentum-in-sumy-region/",https://southfront.press/russian-offensive-gaining-momentum-in-sumy-region/,
48762,@southfronteng,2025-04-10 14:31:58+00:00,"[**Iraqi Armed Factions Received ‘Long-Range Missiles’ From Iran**](https://southfront.press/iraqi-armed-factions-received-long-range-missiles-from-iran/)

Iran has transferred long-range missiles to allied armed factions in neighboring Iraq over the past week, The Times of London reported on April 8.

Citing regional intelligence sources involved in monitoring the Iran-Iraq border, the British news outlet said that the Aerospace Forces of the Islamic Revolutionary Guard Corps transferred missiles that could reach as far as Europe, as well as shorter-range Quds 351 cruise and Jamal 69 ballistic missiles.

Iran makes several Quds-type cruise missiles with ranges from 700 to 2,000 kilometers. Meanwhile, the Jamal 69, a derivative of the Iranian Fateh-110 ballistic missile, is said to have a range of at least 700 kilometers.

**Read More**: https://southfront.press/iraqi-armed-factions-received-long-range-missiles-from-iran/",https://southfront.press/iraqi-armed-factions-received-long-range-missiles-from-iran/,downloaded_images\@southfronteng_48762.jpg
48761,@southfronteng,2025-04-10 13:27:58+00:00,"[**Russian Drones Pound Kiev, Ukraine Intensifies Provocations**](https://southfront.press/russian-drones-pound-kiev-ukraine-intensifies-provocations/)

On the night of April 9-10, 2025, Russia and Ukraine conducted extensive strikes. While the Russian military is targeting Ukrainian military infrastructure, logistics hubs, and troop concentrations, the Armed Forces of Ukraine continue damaging Russian energy infrastructure. The attacks demonstrated the evolving nature of the war, where drone swarms and precision strikes are increasingly shaping the battlefield while civilian infrastructure continues to bear the brunt of the fighting.

**Read More**: https://southfront.press/russian-drones-pound-kiev-ukraine-intensifies-provocations/",https://southfront.press/russian-drones-pound-kiev-ukraine-intensifies-provocations/,downloaded_images\@southfronteng_48761.jpg
48760,@southfronteng,2025-04-10 12:34:02+00:00,This is just brilliant! Neural networks in action.,,
48759,@southfronteng,2025-04-10 12:32:13+00:00,"[**Israel Laid Out Its ‘Red Line’ To Turkey During Talks On Syria – Reports**](https://southfront.press/israel-laid-out-its-red-line-to-turkey-during-talks-on-syria-reports/)

A senior Israeli official confirmed to Reuters on April 10 that delegations from Turkey and Israel met a day earlier in Azerbaijan to discuss a deconfliction mechanism aimed at preventing unwanted incidents in Syria.

During the meeting, Israel “made it unequivocally clear that any change in the deployment of foreign forces in Syria, in particular the establishment of Turkish bases in the Palmyra area, is a red line,” the official said.

The official added that Israel has made it clear that preventing any such activity “is the responsibility of the government in Damascus. Any activity that endangers Israel will threaten the rule of [Syrian President Ahmed] al-Sharaa.”

**Read More**: https://southfront.press/israel-laid-out-its-red-line-to-turkey-during-talks-on-syria-reports/",https://southfront.press/israel-laid-out-its-red-line-to-turkey-during-talks-on-syria-reports/,downloaded_images\@southfronteng_48759.jpg
48758,@southfronteng,2025-04-10 11:37:58+00:00,,,
48757,@southfronteng,2025-04-10 11:37:58+00:00,"[**Alawite Leader Calls For International Protection As Killings Continue On Syrian Coast (18+ Videos)**](https://southfront.press/alawite-leader-calls-for-international-protection-as-killings-continue-on-syrian-coast-18-videos/)

As Alawites continue to be targeted on the Syrian coast, Sheikh Ghazal Ghazal, head of the Supreme Alawite Islamic Council in Syria and Diaspora, called on April 9 for international protection, the establishment of an independent international investigation committee, and the activation of the role of international humanitarian organizations.

The Alawites are Syria’s largest religious minority group. The family of former Syrian president Bashar al-Assad belongs to the sect.

More than 1,600 civilians, mostly Alawites, were killed during a government crackdown on the coast that began on March 6.

**Read More**: https://southfront.press/alawite-leader-calls-for-international-protection-as-killings-continue-on-syrian-coast-18-videos/",https://southfront.press/alawite-leader-calls-for-international-protection-as-killings-continue-on-syrian-coast-18-videos/,
48756,@southfronteng,2025-04-10 10:42:12+00:00,"[**Kiev Losing War of Attrition**](https://southfront.press/kiev-losing-war-of-attrition/)

**Following the bloody defeat of the Armed Forces of Ukraine in the Russian border Kursk region, Ukraine’s Commander-in-Chief Oleksandr Syrsky declared that the country must mobilize 30,000 soldiers per month to sustain its war effort. The number was earlier declared by President Zelensky. Such a statement by the top military commander and Kiev’s leader underscores its gravity. This is not rhetoric but a tacit admission that Ukraine can no longer cover even its losses on the battlefields.**

However, the officially claimed targets of the ongoing mobilization mask a harsher reality. According to multiple reports by military monitoring sources on the both sides, the real actual monthly conscription rates hover between 10,000 and 12,000, which is far below the required threshold.

**Read More**: https://southfront.press/kiev-losing-war-of-attrition/",https://southfront.press/kiev-losing-war-of-attrition/,downloaded_images\@southfronteng_48756.jpg
48755,@southfronteng,2025-04-10 09:54:46+00:00,,,downloaded_images\@southfronteng_48755.jpg
48754,@southfronteng,2025-04-10 09:54:46+00:00,,,downloaded_images\@southfronteng_48754.jpg
48753,@southfronteng,2025-04-10 09:54:46+00:00,"[**Satellite Images Confirm Algeria Received Ex-Egyptian Su-35s From Russia**](https://southfront.press/satellite-images-confirm-algeria-received-ex-egyptian-su-35s-from-russia/)

Newly released satellite images confirmed that Algeria has begun receiving Su-35s 4.5 generation air superiority fighter jets from Russia.

At least one Su-35s in Algerian Air Force (AAF) service appeared at Oum Bouaghi Air Base in the north of the country in commercially available satellite imagery from Google Earth dated March 10.

Other satellite images of the fighter jet were shared by the International Institute for Strategic Studies (IISS), U.K.-based think tank, on April 8. The camouflage scheme is the same as that applied to Su-35s originally built for Egypt which remained at the Yuri Gagarin Komsomolsk-on-Amur production site in far east Russia.

**Read More**: https://southfront.press/satellite-images-confirm-algeria-received-ex-egyptian-su-35s-from-russia/",https://southfront.press/satellite-images-confirm-algeria-received-ex-egyptian-su-35s-from-russia/,downloaded_images\@southfronteng_48753.jpg
48752,@southfronteng,2025-04-09 19:59:58+00:00,FRAGILE AGREEMENTS CAN NOT STOP ESCALATION IN UKRAINE,,
48751,@southfronteng,2025-04-09 18:35:13+00:00,,,downloaded_images\@southfronteng_48751.jpg
48750,@southfronteng,2025-04-09 18:35:12+00:00,,,downloaded_images\@southfronteng_48750.jpg
48749,@southfronteng,2025-04-09 18:35:12+00:00,,,downloaded_images\@southfronteng_48749.jpg
48748,@southfronteng,2025-04-09 18:35:11+00:00,,,downloaded_images\@southfronteng_48748.jpg
48747,@southfronteng,2025-04-09 18:35:11+00:00,"[**Military Situation In Russian Kursk Region And Ukrainian Attacks On Territory Of Russia On April 9, 2025 (Maps Update)**](https://southfront.press/military-situation-in-russian-kursk-region-and-ukrainian-attacks-on-territory-of-russia-on-april-9-2025-maps-update/)

[**Military Situation In Ukraine On April 9, 2025 (Maps Update)**](https://southfront.press/military-situation-in-ukraine-on-april-9-2025-maps-update/)",,downloaded_images\@southfronteng_48747.jpg
48746,@southfronteng,2025-04-09 17:35:26+00:00,"[**Military Situation In Yemen On April 9, 2025 (Map Update)**](https://southfront.press/military-situation-in-yemen-on-april-9-2025-map-update/)",,downloaded_images\@southfronteng_48746.jpg
48745,@southfronteng,2025-04-09 16:52:18+00:00,"[**Houthis Launch Drones At Israel & U.S. Carrier, Share Footage Of Downed MQ-9**](https://southfront.press/houthis-launch-drones-at-israel-u-s-carrier-share-footage-of-downed-mq-9/)

The Houthis (Ansar Allah) announced on April 9 that they had carried out several drone attacks, targeting Israel and warships of the United States Navy in response to the war on the Gaza Strip and recent strikes on Yemen.

Overnight, more than 20 U.S. strikes hit Houthi-controlled areas. In the western province of al-Hodeidah, 12 people, including four children and six women, were killed when a strike hit a residential area in the Hawak District, according to the Houthi-run health ministry.

Amid the deadly strikes, the Houthis managed to shoot down another U.S. MQ-9 Reaper combat drone over the northern province of Al-Jawf. Footage showing the wreckage of the drone was released later by the group.

Read More: https://southfront.press/houthis-launch-drones-at-israel-u-s-carrier-share-footage-of-downed-mq-9/",https://southfront.press/houthis-launch-drones-at-israel-u-s-carrier-share-footage-of-downed-mq-9/,
48744,@southfronteng,2025-04-09 16:09:21+00:00,,,downloaded_images\@southfronteng_48744.jpg
48743,@southfronteng,2025-04-09 16:09:21+00:00,,,downloaded_images\@southfronteng_48743.jpg
48742,@southfronteng,2025-04-09 16:09:20+00:00,"[**Israeli Army Accuses Hezbollah Of Attempting To Rebuild Beirut Arms Production Site (Photos) **](https://southfront.press/israeli-army-accuses-hezbollah-of-attempting-to-rebuild-beirut-arms-production-site-photos/)

The Israeli Defense Forces (IDF) on May 9 accused Hezbollah of attempting to rebuild a weapons manufacturing site in the southern suburbs of the Lebanese capital, Beirut.

In a post on the X stoical network, the IDF’s Arabic-language spokesman, Colonel Avichay Adraee, said that the weapons site, located under residential buildings and next to a school, was bombed by Israel last November, days before a United States-brokered ceasefire entered into effect.

Israel escalated in the last few weeks, launching two strikes against targets of Hezbollah in Beirut, on March 27 and April 1 in response to rocket attacks which the group denied responsibility for.

Read More: https://southfront.press/israeli-army-accuses-hezbollah-of-attempting-to-rebuild-beirut-arms-production-site-photos/",https://southfront.press/israeli-army-accuses-hezbollah-of-attempting-to-rebuild-beirut-arms-production-site-photos/,downloaded_images\@southfronteng_48742.jpg
48741,@southfronteng,2025-04-09 15:15:25+00:00,"[**Russian Army Received New Batch Of BMP-3 IFVs With Improved Protection (Video)**](https://southfront.press/russian-army-received-new-batch-of-bmp-3-ifvs-with-improved-protection-video/)

The Russian state-owned defense conglomerate Rostec announced on April 9 that it had delivered another batch of BMP-3 infantry fighting vehicles (IFVs) to the Russian military.

The BMP-3s delivered by Rostc have already reached the special military operation zone in Ukraine, according to Russian media reports.

When the operation began in 2022, more than 760 BMP-3s were believed to be in service with the Russian military. The number has likely grown since then.

Read More: https://southfront.press/russian-army-received-new-batch-of-bmp-3-ifvs-with-improved-protection-video/",https://southfront.press/russian-army-received-new-batch-of-bmp-3-ifvs-with-improved-protection-video/,
48740,@southfronteng,2025-04-09 14:32:48+00:00,"[**Suspicious Manoeuvres Of Ukrainian Intelligence Spotted On Southern Front **](https://southfront.press/suspicious-manoeuvres-of-ukrainian-intelligence-spotted-on-southern-front/)

Recent days have witnessed a notable uptick in Ukrainian military movements across several strategic directions, indicating potential preparations for new operations despite recent strategic defeats. 

Russian military observers report multiple signs of regrouping, from fresh tactical markings appearing on Ukrainian military vehicles in different direction, like Chasiv Yar, to reinforcements being thrown into directions of Pokrovsk or Slavyansk, not te mention the ongoing border battles.

Read More: https://southfront.press/suspicious-manoeuvres-of-ukrainian-intelligence-spotted-on-southern-front/",https://southfront.press/suspicious-manoeuvres-of-ukrainian-intelligence-spotted-on-southern-front/,downloaded_images\@southfronteng_48740.jpg
48739,@southfronteng,2025-04-09 13:33:27+00:00,"[**Looking For Escalation: Ukrainian Drones Targeted TurkStream Infrastructure In Russia **](https://southfront.press/looking-for-escalation-ukrainian-drones-targeted-turkstream-infrastructure-in-russia/)

The fragile 30-day truce on energy infrastructure strikes, reached by Moscow and Washington on March 18, is collapsing as Ukrainian forces continue daily attacks on Russian power facilities. 

Over the past 24 hours, the Russian Defense Ministry recorded four separate attacks targeting energy infrastructure across three regions, alongside intercepted drone attacks on critical gas export facilities, revealing Kyiv’s determination to maintain pressure on Russia’s energy sector despite diplomatic agreements.

Read More: https://southfront.press/looking-for-escalation-ukrainian-drones-targeted-turkstream-infrastructure-in-russia/",https://southfront.press/looking-for-escalation-ukrainian-drones-targeted-turkstream-infrastructure-in-russia/,downloaded_images\@southfronteng_48739.jpg
48738,@southfronteng,2025-04-09 12:41:22+00:00,"[**U.S. Military Withdraws from Key Polish Logistics Hub as Ukraine Support Strategy Shifts **](https://southfront.press/u-s-military-withdraws-from-key-polish-logistics-hub-as-ukraine-support-strategy-shifts/)

The United States has officially begun withdrawing its military from Rzeszów in Poland. 

This was a critical logistics hub that has served as the primary gateway for Western arms deliveries to Ukraine since 2022.

 The base, which once facilitated rapid transfers of everything from Stinger missiles to ATACMS, will now be handed over to NATO and Polish control.

Read More: https://southfront.press/u-s-military-withdraws-from-key-polish-logistics-hub-as-ukraine-support-strategy-shifts/",https://southfront.press/u-s-military-withdraws-from-key-polish-logistics-hub-as-ukraine-support-strategy-shifts/,downloaded_images\@southfronteng_48738.jpg
48737,@southfronteng,2025-04-09 12:00:24+00:00,,,
48736,@southfronteng,2025-04-09 12:00:23+00:00,,,
48735,@southfronteng,2025-04-09 12:00:23+00:00,"[**Israeli Army Shares Dramatic Footage Of Recent Operations In Gaza**](https://southfront.press/israeli-army-shares-dramatic-footage-of-recent-operations-in-gaza/)

The Israeli Defense Forces (IDF) on April 9 released footage showing some of its recent operations in the Gaza Strip and provided some details on the matter.

Some 45 strikes hit targets in Gaza over the last 24 hours, the military said in a statement, adding that the targets included weapons manufacturing sites, primed rocket launchers, buildings used by fighters, ammunition depots, and cells of fighters.

In the same statement, the IDF announced that Israeli troops were still advancing on the ground in multiple directions across the Strip.

Read More: https://southfront.press/israeli-army-shares-dramatic-footage-of-recent-operations-in-gaza/",https://southfront.press/israeli-army-shares-dramatic-footage-of-recent-operations-in-gaza/,
